Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701BS70158,Serious,2019-03-29,51.483586,Daylight,Kensington And Chelsea,-0.166471,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Light Goods Vehicle (Lgv)
200701BS70159,Slight,2019-02-02,51.480806,Daylight,Kensington And Chelsea,-0.184297,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70160,Slight,2019-03-03,51.496507,Daylight,Kensington And Chelsea,-0.158893,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70161,Slight,2019-03-30,51.511923,Daylight,Kensington And Chelsea,-0.201939,2.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70162,Slight,2019-03-28,51.483334,Daylight,Kensington And Chelsea,-0.167633,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70163,Slight,2019-04-03,51.495557,Daylight,Kensington And Chelsea,-0.16138,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70164,Slight,2019-04-02,51.483247,Daylight,Kensington And Chelsea,-0.167781,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70166,Slight,2019-03-17,51.490753,Daylight,Kensington And Chelsea,-0.182029,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70167,Slight,2019-03-30,51.513895,Darkness - Lights Lit,Kensington And Chelsea,-0.201573,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701BS70168,Slight,2019-04-15,51.500731,Darkness - Lights Lit,Kensington And Chelsea,-0.193447,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70169,Slight,2019-03-16,51.5119,Daylight,Kensington And Chelsea,-0.19459,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70170,Serious,2019-04-08,51.495042,Darkness - Lights Lit,Kensington And Chelsea,-0.180274,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701BS70171,Slight,2019-04-03,51.518298,Darkness - Lights Lit,Kensington And Chelsea,-0.207166,1.0,3.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701BS70172,Slight,2019-04-16,51.522177,Daylight,Kensington And Chelsea,-0.208022,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70173,Slight,2019-03-26,51.520533,Daylight,Westminster,-0.200447,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70174,Serious,2019-04-16,51.493411,Daylight,Kensington And Chelsea,-0.173712,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70175,Slight,2019-04-13,51.491484,Daylight,Kensington And Chelsea,-0.188627,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70177,Slight,2019-04-04,51.496489,Daylight,Kensington And Chelsea,-0.169267,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70178,Slight,2019-04-21,51.509374,Daylight,Kensington And Chelsea,-0.194114,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70179,Slight,2019-04-12,51.502577,Darkness - Lights Lit,Kensington And Chelsea,-0.214123,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70181,Slight,2019-04-14,51.498513,Daylight,Kensington And Chelsea,-0.183737,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70182,Slight,2019-04-14,51.498926,Darkness - Lights Lit,Kensington And Chelsea,-0.198849,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701BS70183,Slight,2019-04-14,51.482079,Daylight,Kensington And Chelsea,-0.173589,1.0,5.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70184,Serious,2019-04-10,51.504331,Daylight,Kensington And Chelsea,-0.193593,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70185,Slight,2019-04-05,51.492471,Daylight,Kensington And Chelsea,-0.200112,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70186,Slight,2019-04-06,51.508564,Daylight,Kensington And Chelsea,-0.19991,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70187,Slight,2019-04-14,51.50003,Darkness - Lights Lit,Kensington And Chelsea,-0.159904,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70188,Slight,2019-04-14,51.482689,Daylight,Kensington And Chelsea,-0.178173,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70189,Slight,2019-04-19,51.516717,Daylight,Kensington And Chelsea,-0.209678,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70190,Slight,2019-04-21,51.498763,Daylight,Kensington And Chelsea,-0.165142,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70191,Slight,2019-04-16,51.515893,Daylight,Hammersmith And Fulham,-0.22052,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Motorcycle
200701BS70192,Slight,2019-04-19,51.492622,Daylight,Kensington And Chelsea,-0.157753,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701BS70193,Slight,2019-04-20,51.524885,Darkness - Lights Lit,Kensington And Chelsea,-0.214547,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70194,Slight,2019-04-01,51.480436,Daylight,Kensington And Chelsea,-0.177831,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70195,Slight,2019-04-18,51.491172,Daylight,Kensington And Chelsea,-0.191664,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70196,Serious,2019-04-20,51.494635,Daylight,Kensington And Chelsea,-0.194696,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70198,Slight,2019-04-22,51.508763,Darkness - Lights Lit,Kensington And Chelsea,-0.195291,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701BS70199,Slight,2019-04-20,51.481575,Daylight,Kensington And Chelsea,-0.181674,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70200,Slight,2019-04-20,51.494813,Daylight,Kensington And Chelsea,-0.182876,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70201,Slight,2019-04-23,51.496577,Daylight,Kensington And Chelsea,-0.169119,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70202,Slight,2019-05-03,51.51499,Daylight,Kensington And Chelsea,-0.208448,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70203,Slight,2019-04-27,51.515247,Daylight,Kensington And Chelsea,-0.213483,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70205,Slight,2019-05-01,51.509886,Daylight,Kensington And Chelsea,-0.198129,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70206,Slight,2019-04-23,51.506783,Darkness - Lights Lit,Kensington And Chelsea,-0.206897,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70207,Slight,2019-04-14,51.508882,Daylight,Kensington And Chelsea,-0.197159,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70208,Slight,2019-02-09,51.495137,Daylight,Kensington And Chelsea,-0.192227,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70209,Slight,2019-04-26,51.482076,Darkness - Lights Lit,Kensington And Chelsea,-0.173445,2.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70210,Slight,2019-04-24,51.492597,Daylight,Kensington And Chelsea,-0.19665,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70211,Slight,2019-04-27,51.508622,Daylight,Kensington And Chelsea,-0.203655,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70212,Slight,2019-04-23,51.500481,Daylight,Kensington And Chelsea,-0.16003,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70213,Slight,2019-04-28,51.501277,Daylight,Kensington And Chelsea,-0.193858,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70214,Slight,2019-04-28,51.508972,Daylight,Kensington And Chelsea,-0.197156,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70215,Slight,2019-04-30,51.491632,Daylight,Kensington And Chelsea,-0.192366,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70216,Slight,2019-04-14,51.509377,Daylight,Kensington And Chelsea,-0.194258,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70217,Serious,2019-05-02,51.49249,Daylight,Kensington And Chelsea,-0.166546,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701BS70218,Slight,2019-04-29,51.527785,Darkness - Lights Lit,Westminster,-0.21602,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70219,Slight,2019-03-21,51.487745,Darkness - Lights Lit,Kensington And Chelsea,-0.167889,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70220,Slight,2019-05-09,51.496174,Daylight,Kensington And Chelsea,-0.207025,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70221,Slight,2019-05-04,51.494683,Daylight,Kensington And Chelsea,-0.191957,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70222,Slight,2019-05-03,51.499127,Daylight,Kensington And Chelsea,-0.159652,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70223,Slight,2019-05-05,51.498924,Daylight,Kensington And Chelsea,-0.198705,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70224,Slight,2019-05-08,51.501358,Daylight,Westminster,-0.181607,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70225,Slight,2019-05-03,51.485323,Daylight,Kensington And Chelsea,-0.162512,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70226,Slight,2019-05-08,51.490753,Daylight,Kensington And Chelsea,-0.182029,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70227,Slight,2019-05-09,51.499048,Daylight,Kensington And Chelsea,-0.160375,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701BS70228,Serious,2019-05-04,51.488749,Darkness - Lights Lit,Kensington And Chelsea,-0.192048,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70229,Slight,2019-05-04,51.482987,Daylight,Kensington And Chelsea,-0.185795,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70230,Slight,2019-05-02,51.485757,Darkness - Lights Lit,Kensington And Chelsea,-0.150108,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70231,Slight,2019-05-05,51.4896,Daylight,Kensington And Chelsea,-0.194751,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701BS70232,Slight,2019-05-12,51.525887,Daylight,Kensington And Chelsea,-0.215373,2.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70233,Slight,2019-05-17,51.497125,Daylight,Kensington And Chelsea,-0.204539,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70234,Slight,2019-05-10,51.501023,Darkness - Lights Lit,Kensington And Chelsea,-0.160152,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70235,Slight,2019-05-02,51.5159,Daylight,Kensington And Chelsea,-0.209133,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70236,Slight,2019-05-08,51.50191,Daylight,Westminster,-0.159396,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701BS70237,Slight,2019-05-08,51.482577,Daylight,Kensington And Chelsea,-0.170976,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70238,Serious,2019-05-15,51.492186,Daylight,Kensington And Chelsea,-0.187446,1.0,2.0,Wet,Roundabout,Urban,Raining No High Winds,Motorcycle
200701BS70239,Slight,2019-05-15,51.492388,Daylight,Kensington And Chelsea,-0.183117,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70240,Slight,2019-05-10,51.503679,Daylight,Kensington And Chelsea,-0.215664,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70241,Slight,2019-05-15,51.47855,Daylight,Kensington And Chelsea,-0.183811,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70242,Slight,2019-05-11,51.480878,Daylight,Kensington And Chelsea,-0.183142,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70243,Slight,2019-04-24,51.505595,Daylight,Kensington And Chelsea,-0.211555,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70244,Slight,2019-05-16,51.48097,Darkness - Lights Lit,Kensington And Chelsea,-0.183282,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701BS70245,Slight,2019-05-21,51.488264,Darkness - Lights Lit,Kensington And Chelsea,-0.166571,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70246,Slight,2019-05-22,51.487745,Darkness - Lights Lit,Kensington And Chelsea,-0.167889,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70248,Slight,2019-05-20,51.514543,Daylight,Kensington And Chelsea,-0.214519,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70249,Slight,2019-05-15,51.519477,Daylight,Kensington And Chelsea,-0.20784,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70250,Slight,2019-05-19,51.509374,Darkness - Lights Lit,Kensington And Chelsea,-0.194114,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70251,Slight,2019-05-15,51.492183,Daylight,Kensington And Chelsea,-0.187302,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70252,Slight,2019-05-20,51.493759,Daylight,Kensington And Chelsea,-0.17874,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70253,Slight,2019-05-20,51.481593,Daylight,Kensington And Chelsea,-0.182826,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70254,Slight,2019-05-20,51.494683,Daylight,Kensington And Chelsea,-0.168763,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70255,Serious,2019-05-16,51.491632,Daylight,Kensington And Chelsea,-0.192366,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70256,Slight,2019-05-22,51.499127,Daylight,Kensington And Chelsea,-0.159652,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70257,Slight,2019-05-22,51.493759,Daylight,Kensington And Chelsea,-0.17874,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70258,Slight,2019-05-29,51.487538,Daylight,Kensington And Chelsea,-0.195121,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70259,Slight,2019-05-31,51.519477,Daylight,Kensington And Chelsea,-0.20784,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70260,Slight,2019-05-17,51.520003,Daylight,Kensington And Chelsea,-0.224684,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70262,Slight,2019-05-21,51.499353,Daylight,Kensington And Chelsea,-0.197391,2.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Heavy Goods Vehicle (Hgv)
200701BS70263,Slight,2019-04-21,51.508445,Darkness - Lights Lit,Kensington And Chelsea,-0.215622,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70264,Slight,2019-05-19,51.528065,Daylight,Kensington And Chelsea,-0.216729,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70265,Slight,2019-05-02,51.481746,Daylight,Kensington And Chelsea,-0.17533,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70266,Slight,2019-05-25,51.494339,Daylight,Kensington And Chelsea,-0.15826,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70267,Slight,2019-05-27,51.51417,Daylight,Kensington And Chelsea,-0.20776,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701BS70268,Serious,2019-05-22,51.484042,Daylight,Kensington And Chelsea,-0.161124,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70269,Slight,2019-05-25,51.490548,Daylight,Kensington And Chelsea,-0.186215,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70270,Slight,2019-05-27,51.499724,Daylight,Kensington And Chelsea,-0.163374,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70271,Slight,2019-06-03,51.497381,Daylight,Kensington And Chelsea,-0.203664,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70272,Slight,2019-05-20,51.490131,Daylight,Kensington And Chelsea,-0.176724,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70273,Slight,2019-06-05,51.490065,Daylight,Kensington And Chelsea,-0.195741,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701BS70274,Slight,2019-06-06,51.499516,Daylight,Kensington And Chelsea,-0.208047,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70275,Slight,2019-06-05,51.515917,Daylight,Kensington And Chelsea,-0.216195,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70276,Slight,2019-06-04,51.480177,Daylight,Kensington And Chelsea,-0.178561,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70277,Slight,2019-06-05,51.525792,Daylight,Kensington And Chelsea,-0.215088,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701BS70279,Slight,2019-05-09,51.483644,Daylight,Kensington And Chelsea,-0.164452,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70280,Slight,2019-06-03,51.484282,Daylight,Kensington And Chelsea,-0.159242,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70281,Slight,2019-05-29,51.507115,Daylight,Kensington And Chelsea,-0.199247,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701BS70283,Slight,2019-06-05,51.494177,Darkness - Lights Lit,Kensington And Chelsea,-0.182469,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70284,Slight,2019-06-06,51.486624,Daylight,Kensington And Chelsea,-0.170958,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701BS70285,Slight,2019-05-31,51.49566,Daylight,Kensington And Chelsea,-0.173766,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70286,Serious,2019-06-05,51.508706,Daylight,Kensington And Chelsea,-0.197455,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701BS70287,Slight,2019-06-16,51.504851,Daylight,Kensington And Chelsea,-0.198183,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701BS70288,Serious,2019-06-03,51.519667,Daylight,Hammersmith And Fulham,-0.226283,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70289,Slight,2019-06-02,51.499727,Daylight,Kensington And Chelsea,-0.163518,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70290,Slight,2019-06-10,51.488003,Daylight,Kensington And Chelsea,-0.167158,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70291,Serious,2019-06-07,51.490263,Daylight,Kensington And Chelsea,-0.16217,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70292,Slight,2019-06-08,51.515667,Daylight,Kensington And Chelsea,-0.205683,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70293,Slight,2019-06-08,51.496492,Daylight,Kensington And Chelsea,-0.169411,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70294,Slight,2019-06-05,51.498743,Darkness - Lights Lit,Kensington And Chelsea,-0.210382,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70297,Serious,2019-06-13,51.49375,Daylight,Westminster,-0.155115,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701BS70298,Slight,2019-06-13,51.497138,Darkness - Lights Lit,Kensington And Chelsea,-0.159012,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701BS70299,Serious,2019-06-04,51.494612,Darkness - Lights Lit,Kensington And Chelsea,-0.18735,1.0,2.0,Dry,Single Carriageway,Urban,Fine & High Winds,Motorcycle
200701BS70300,Slight,2019-06-10,51.489787,Darkness - Lights Lit,Kensington And Chelsea,-0.195176,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701BS70301,Slight,2019-06-13,51.515558,Daylight,Hammersmith And Fulham,-0.222118,1.0,1.0,Dry,Slip Road,Urban,Fine No High Winds,Car
